test_year,division_name,label,rate,group,dif,max_rate,rank
2021,Alexandria City,English Learner,0.32615419435070847,English Learner Status,0.3994125753803698,0.7255667697310783,6
2021,Alexandria City,Non English Learner,0.7255667697310783,English Learner Status,0.3994125753803698,0.7255667697310783,6
2025,Fairfax County,English Learner,0.4948529796941815,English Learner Status,0.397743867719888,0.8925968474140695,2
2025,Fairfax County,Non English Learner,0.8925968474140695,English Learner Status,0.397743867719888,0.8925968474140695,2
2019,Charlottesville City,Black,0.4627203143491051,Race,0.3954203568440221,0.8581406711931272,1
2019,Charlottesville City,White,0.8581406711931272,Race,0.3954203568440221,0.8581406711931272,1
2019,Charlottesville City,Disadvantaged,0.4723920067319185,Economic Status,0.3948565241661357,0.8672485308980542,1
2019,Charlottesville City,Non Disadvantaged,0.8672485308980542,Economic Status,0.3948565241661357,0.8672485308980542,1
2024,Lynchburg City,Black,0.3955455476904072,Race,0.3925258560660827,0.7880714037564899,3
2024,Lynchburg City,White,0.7880714037564899,Race,0.3925258560660827,0.7880714037564899,3
2019,Richmond City,Black,0.4773034075912771,Race,0.39088318762988206,0.8681865952211592,2
2019,Richmond City,White,0.8681865952211592,Race,0.39088318762988206,0.8681865952211592,2
2024,Albemarle County,English Learner,0.3941837169718865,English Learner Status,0.3905933666932522,0.7847770836651387,1
2024,Albemarle County,Non English Learner,0.7847770836651387,English Learner Status,0.3905933666932522,0.7847770836651387,1
2024,Charlottesville City,English Learner,0.32540609439358253,English Learner Status,0.3896160941440823,0.7150221885376649,2
2024,Charlottesville City,Non English Learner,0.7150221885376649,English Learner Status,0.3896160941440823,0.7150221885376649,2
2025,Arlington County,English Learner,0.5115311188655363,English Learner Status,0.3880271215884281,0.8995582404539644,3
2025,Arlington County,Non English Learner,0.8995582404539644,English Learner Status,0.3880271215884281,0.8995582404539644,3
2023,Lynchburg City,Black,0.39547107075650834,Race,0.38780640949520184,0.7832774802517102,3
2023,Lynchburg City,White,0.7832774802517102,Race,0.38780640949520184,0.7832774802517102,3
2023,Albemarle County,Disadvantaged,0.46033331402174377,Economic Status,0.3876509489933038,0.8479842630150476,2
2023,Albemarle County,Non Disadvantaged,0.8479842630150476,Economic Status,0.3876509489933038,0.8479842630150476,2
2024,Fairfax County,English Learner,0.4936234539421867,English Learner Status,0.38676821756067165,0.8803916715028584,3
2024,Fairfax County,Non English Learner,0.8803916715028584,English Learner Status,0.38676821756067165,0.8803916715028584,3
2013,Arlington County,English Learner,0.4883839581798683,English Learner Status,0.3862478206100715,0.8746317787899398,2
2013,Arlington County,Non English Learner,0.8746317787899398,English Learner Status,0.3862478206100715,0.8746317787899398,2
2016,Albemarle County,Disadvantaged,0.5028221415802127,Economic Status,0.3850363770829752,0.8878585186631879,1
2016,Albemarle County,Non Disadvantaged,0.8878585186631879,Economic Status,0.3850363770829752,0.8878585186631879,1
2025,Charlottesville City,English Learner,0.34691111559074056,English Learner Status,0.3830720982750819,0.7299832138658224,4
2025,Charlottesville City,Non English Learner,0.7299832138658224,English Learner Status,0.3830720982750819,0.7299832138658224,4
2025,Lynchburg City,Black,0.4070966319401262,Race,0.3812936900407728,0.788390321980899,4
2025,Lynchburg City,White,0.788390321980899,Race,0.3812936900407728,0.788390321980899,4
2014,Arlington County,English Learner,0.5098221618603094,English Learner Status,0.38049529117922853,0.8903174530395379,2
2014,Arlington County,Non English Learner,0.8903174530395379,English Learner Status,0.38049529117922853,0.8903174530395379,2
2023,Fairfax County,English Learner,0.502618398195641,English Learner Status,0.37880210482462384,0.8814205030202649,2
2023,Fairfax County,Non English Learner,0.8814205030202649,English Learner Status,0.37880210482462384,0.8814205030202649,2
2024,Albemarle County,Disadvantaged,0.477499445398051,Economic Status,0.37865389510872005,0.856153340506771,2
2024,Albemarle County,Non Disadvantaged,0.856153340506771,Economic Status,0.37865389510872005,0.856153340506771,2
2018,Charlottesville City,Black,0.4890253408709658,Race,0.37759010361751527,0.866615444488481,1
2018,Charlottesville City,White,0.866615444488481,Race,0.37759010361751527,0.866615444488481,1
2023,Albemarle County,Black,0.4603601541398838,Race,0.3774840752168985,0.8378442293567823,4
2023,Albemarle County,White,0.8378442293567823,Race,0.3774840752168985,0.8378442293567823,4
2024,Albemarle County,Black,0.4723516435781489,Race,0.3771425896650397,0.8494942332431886,4
2024,Albemarle County,White,0.8494942332431886,Race,0.3771425896650397,0.8494942332431886,4
2021,Williamsburg-James City County,English Learner,0.35607913047957584,English Learner Status,0.3766208257883823,0.7326999562679581,7
2021,Williamsburg-James City County,Non English Learner,0.7326999562679581,English Learner Status,0.3766208257883823,0.7326999562679581,7
2013,Charlottesville City,Disadvantaged,0.50749685130241,Economic Status,0.3765944711307272,0.88409132243313715,1
2013,Charlottesville City,Non Disadvantaged,0.88409132243313715,Economic Status,0.3765944711307272,0.88409132243313715,1
2021,Lynchburg City,Black,0.40353136030538816,Race,0.37522736858487515,0.7787587288902633,3
2021,Lynchburg City,White,0.7787587288902633,Race,0.37522736858487515,0.7787587288902633,3
2025,Albemarle County,Disadvantaged,0.4690992190066416,Economic Status,0.37467775423047606,0.8437769732371176,2
2025,Albemarle County,Non Disadvantaged,0.8437769732371176,Economic Status,0.37467775423047606,0.8437769732371176,2
2014,Lynchburg City,Black,0.4076934745330477,Race,0.3746733752400463,0.782366849773094,2
2014,Lynchburg City,White,0.782366849773094,Race,0.3746733752400463,0.782366849773094,2
2017,Rockingham County,English Learner,0.44364106871938913,English Learner Status,0.37371175805940227,0.8173528267787914,1
2017,Rockingham County,Non English Learner,0.8173528267787914,English Learner Status,0.37371175805940227,0.8173528267787914,1
2021,Harrisonburg City,Disadvantaged,0.3248627538523534,Economic Status,0.3720519166357561,0.6969146704881095,6
2021,Harrisonburg City,Non Disadvantaged,0.6969146704881095,Economic Status,0.3720519166357561,0.6969146704881095,6
2018,Charlottesville City,Disadvantaged,0.5285172225941714,Economic Status,0.37162716392049844,0.9001443865146699,1
2018,Charlottesville City,Non Disadvantaged,0.9001443865146699,Economic Status,0.37162716392049844,0.9001443865146699,1
2023,Arlington County,English Learner,0.5182079701156036,English Learner Status,0.37142945619227463,0.8896374263078782,3
2023,Arlington County,Non English Learner,0.8896374263078782,English Learner Status,0.37142945619227463,0.8896374263078782,3
2014,Albemarle County,Disadvantaged,0.4896084700756405,Economic Status,0.371056856420332,0.8606653264959725,1
2014,Albemarle County,Non Disadvantaged,0.8606653264959725,Economic Status,0.371056856420332,0.8606653264959725,1
2018,Albemarle County,Disadvantaged,0.5225325654720889,Economic Status,0.37077182862503066,0.8933043940971196,2
2018,Albemarle County,Non Disadvantaged,0.8933043940971196,Economic Status,0.37077182862503066,0.8933043940971196,2
2015,Albemarle County,Disadvantaged,0.5097890688673459,Economic Status,0.3701952183512204,0.8799842872185663,1
2015,Albemarle County,Non Disadvantaged,0.8799842872185663,Economic Status,0.3701952183512204,0.8799842872185663,1
2025,Harrisonburg City,English Learner,0.3300517362020675,English Learner Status,0.36812416456860086,0.6981759007706684,5
2025,Harrisonburg City,Non English Learner,0.6981759007706684,English Learner Status,0.36812416456860086,0.6981759007706684,5
2022,Fairfax County,English Learner,0.5242038335897373,English Learner Status,0.36809258228980046,0.8922964158795378,2
2022,Fairfax County,Non English Learner,0.8922964158795378,English Learner Status,0.36809258228980046,0.8922964158795378,2
2022,Arlington County,English Learner,0.5227756245749381,English Learner Status,0.368063539833251,0.8908391644081891,3
2022,Arlington County,Non English Learner,0.8908391644081891,English Learner Status,0.368063539833251,0.8908391644081891,3
2013,Lynchburg City,Black,0.45477259349342786,Race,0.3678905752042277,0.8226631686976555,3
2013,Lynchburg City,White,0.8226631686976555,Race,0.3678905752042277,0.8226631686976555,3
2022,Albemarle County,Black,0.46301919374369127,Race,0.3675508266659244,0.8305700204096157,3
2022,Albemarle County,White,0.8305700204096157,Race,0.3675508266659244,0.8305700204096157,3
2025,Alexandria City,English Learner,0.4090708385992529,English Learner Status,0.3670798396622729,0.7761506782615258,6
2025,Alexandria City,Non English Learner,0.7761506782615258,English Learner Status,0.3670798396622729,0.7761506782615258,6
2013,Albemarle County,Disadvantaged,0.49477106247859826,Economic Status,0.36674930151932317,0.8615203639979214,2
2013,Albemarle County,Non Disadvantaged,0.8615203639979214,Economic Status,0.36674930151932317,0.8615203639979214,2
2024,Harrisonburg City,English Learner,0.3054414853397674,English Learner Status,0.3664828545519459,0.6719243398917133,4
2024,Harrisonburg City,Non English Learner,0.6719243398917133,English Learner Status,0.3664828545519459,0.6719243398917133,4
2017,Albemarle County,Disadvantaged,0.5226629988022888,Economic Status,0.36614303303258,0.8888060318348688,1
2017,Albemarle County,Non Disadvantaged,0.8888060318348688,Economic Status,0.36614303303258,0.8888060318348688,1
2018,Richmond City,Black,0.5111472527919378,Race,0.365771541414465,0.8769187942064028,2
2018,Richmond City,White,0.8769187942064028,Race,0.365771541414465,0.8769187942064028,2
2014,Manassas Park City,English Learner,0.3916240614052463,English Learner Status,0.3656972782584924,0.7573213396637387,3
2014,Manassas Park City,Non English Learner,0.7573213396637387,English Learner Status,0.3656972782584924,0.7573213396637387,3
2022,Lynchburg City,Black,0.44117567813682806,Race,0.36473179582072074,0.8059074739575488,4
2022,Lynchburg City,White,0.8059074739575488,Race,0.36473179582072074,0.8059074739575488,4
2024,Arlington County,English Learner,0.5328485956788693,English Learner Status,0.3638983356009349,0.8967469312798042,5
2024,Arlington County,Non English Learner,0.8967469312798042,English Learner Status,0.3638983356009349,0.8967469312798042,5
2022,Albemarle County,Disadvantaged,0.4758439599954169,Economic Status,0.3632639674944696,0.8391079274898865,2
2022,Albemarle County,Non Disadvantaged,0.8391079274898865,Economic Status,0.3632639674944696,0.8391079274898865,2
2019,Albemarle County,Disadvantaged,0.5221667606038939,Economic Status,0.36195527833670194,0.8841220389405958,2
2019,Albemarle County,Non Disadvantaged,0.8841220389405958,Economic Status,0.36195527833670194,0.8841220389405958,2
2014,Frederick County,English Learner,0.3289753777284617,English Learner Status,0.3619093154915502,0.6908846932200119,4
2014,Frederick County,Non English Learner,0.6908846932200119,English Learner Status,0.3619093154915502,0.6908846932200119,4
2022,Alexandria City,Disadvantaged,0.4549093576160968,Economic Status,0.36061845791105446,0.8155278155271513,3
2022,Alexandria City,Non Disadvantaged,0.8155278155271513,Economic Status,0.36061845791105446,0.8155278155271513,3
2014,Albemarle County,English Learner,0.4282417091414148,English Learner Status,0.36008858342305783,0.7883302925644726,5
2014,Albemarle County,Non English Learner,0.7883302925644726,English Learner Status,0.36008858342305783,0.7883302925644726,5
2022,Harrisonburg City,English Learner,0.280072632061167,English Learner Status,0.3586785114352545,0.6387511434964215,4
2022,Harrisonburg City,Non English Learner,0.6387511434964215,English Learner Status,0.3586785114352545,0.6387511434964215,4
2014,Lancaster County,Black,0.3948526394487066,Race,0.358521103257546,0.7533737427062526,3
2014,Lancaster County,White,0.7533737427062526,Race,0.358521103257546,0.7533737427062526,3
2013,Harrisonburg City,Disadvantaged,0.4811521253587572,Economic Status,0.35834103392367045,0.8394931592824276,3
2013,Harrisonburg City,Non Disadvantaged,0.8394931592824276,Economic Status,0.35834103392367045,0.8394931592824276,3
2025,Frederick County,English Learner,0.3250737519491856,English Learner Status,0.3575299011068948,0.6826036530560804,7
2025,Frederick County,Non English Learner,0.6826036530560804,English Learner Status,0.3575299011068948,0.6826036530560804,7
2013,Arlington County,Disadvantaged,0.5343274211110149,Economic Status,0.3566764902882771,0.891003911399292,4
2013,Arlington County,Non Disadvantaged,0.891003911399292,Economic Status,0.3566764902882771,0.891003911399292,4
2014,Arlington County,Disadvantaged,0.5569347752252517,Economic Status,0.35583811853798486,0.9127728937632366,2
2014,Arlington County,Non Disadvantaged,0.9127728937632366,Economic Status,0.35583811853798486,0.9127728937632366,2
2022,Arlington County,Disadvantaged,0.5552974320621417,Economic Status,0.3537244873203266,0.9090219193824682,4
2022,Arlington County,Non Disadvantaged,0.9090219193824682,Economic Status,0.3537244873203266,0.9090219193824682,4
2018,Albemarle County,English Learner,0.4598330994491489,English Learner Status,0.3535517069109159,0.8133848063600648,1
2018,Albemarle County,Non English Learner,0.8133848063600648,English Learner Status,0.3535517069109159,0.8133848063600648,1
2015,Albemarle County,Black,0.4893444754245697,Race,0.35326491017691286,0.8426093856014826,1
2015,Albemarle County,White,0.8426093856014826,Race,0.35326491017691286,0.8426093856014826,1
2014,Albemarle County,Black,0.47415717226557497,Race,0.35316818713396814,0.8273253593995431,4
2014,Albemarle County,White,0.8273253593995431,Race,0.35316818713396814,0.8273253593995431,4
2025,Williamsburg-James City County,English Learner,0.4396475027956501,English Learner Status,0.35309942517695714,0.7927469279726073,8
2025,Williamsburg-James City County,Non English Learner,0.7927469279726073,English Learner Status,0.35309942517695714,0.7927469279726073,8
2024,Alexandria City,English Learner,0.4031552346965996,English Learner Status,0.35227469599774713,0.7554299306943467,6
2024,Alexandria City,Non English Learner,0.7554299306943467,English Learner Status,0.35227469599774713,0.7554299306943467,6
2017,Charlottesville City,Black,0.5489613904560117,Race,0.35181066610288214,0.9007720565588938,1
2017,Charlottesville City,White,0.9007720565588938,Race,0.35181066610288214,0.9007720565588938,1
2014,Alexandria City,English Learner,0.3882926887922823,English Learner Status,0.3510973681690943,0.7393900569613766,6
2014,Alexandria City,Non English Learner,0.7393900569613766,English Learner Status,0.3510973681690943,0.7393900569613766,6
2014,Martinsville City,Disadvantaged,0.4227229124429386,Economic Status,0.35078224361970445,0.773505156062643,3
2014,Martinsville City,Non Disadvantaged,0.773505156062643,Economic Status,0.35078224361970445,0.773505156062643,3
2014,Martinsville City,Black,0.38573750503062915,Race,0.3506778762730635,0.7364153813036927,5
2014,Martinsville City,White,0.7364153813036927,Race,0.3506778762730635,0.7364153813036927,5
2017,Charlottesville City,Disadvantaged,0.559389114037669,Economic Status,0.3503028000408358,0.9096919140785048,2
2017,Charlottesville City,Non Disadvantaged,0.9096919140785048,Economic Status,0.3503028000408358,0.9096919140785048,2
2021,Loudoun County,Disadvantaged,0.4968473017023887,Economic Status,0.34951644799834686,0.8463637497007356,7
2021,Loudoun County,Non Disadvantaged,0.8463637497007356,Economic Status,0.34951644799834686,0.8463637497007356,7
2014,Fairfax County,English Learner,0.5245043743967204,English Learner Status,0.34842907791305155,0.8729334523097719,7
2014,Fairfax County,Non English Learner,0.8729334523097719,English Learner Status,0.34842907791305155,0.8729334523097719,7
2023,Harrisonburg City,English Learner,0.2984813460699922,English Learner Status,0.34738327276173364,0.6458646188317259,4
2023,Harrisonburg City,Non English Learner,0.6458646188317259,English Learner Status,0.34738327276173364,0.6458646188317259,4
2013,Falls Church City,English Learner,0.5692538816597339,English Learner Status,0.3466518191041723,0.9159057007639062,3
2013,Falls Church City,Non English Learner,0.9159057007639062,English Learner Status,0.3466518191041723,0.9159057007639062,3
2014,Harrisonburg City,Disadvantaged,0.4664168564970313,Economic Status,0.34642423827632957,0.8128410947733609,4
2014,Harrisonburg City,Non Disadvantaged,0.8128410947733609,Economic Status,0.34642423827632957,0.8128410947733609,4
2014,Alexandria City,Disadvantaged,0.4879468318544357,Economic Status,0.3460308588084729,0.8339776906629086,5
2014,Alexandria City,Non Disadvantaged,0.8339776906629086,Economic Status,0.3460308588084729,0.8339776906629086,5
2023,Williamsburg-James City County,English Learner,0.4296829442847111,English Learner Status,0.34581628563195743,0.7754992299166685,5
2023,Williamsburg-James City County,Non English Learner,0.7754992299166685,English Learner Status,0.34581628563195743,0.7754992299166685,5
2023,Alexandria City,English Learner,0.3960500394615442,English Learner Status,0.3456446906872603,0.7416947301488045,6
2023,Alexandria City,Non English Learner,0.7416947301488045,English Learner Status,0.3456446906872603,0.7416947301488045,6
2013,Harrisonburg City,English Learner,0.3979055875833281,English Learner Status,0.34506882020198076,0.7429744077853089,4
2013,Harrisonburg City,Non English Learner,0.7429744077853089,English Learner Status,0.34506882020198076,0.7429744077853089,4
2014,Richmond City,Black,0.44091493818773175,Race,0.3450010617580066,0.7859159999457384,6
2014,Richmond City,White,0.7859159999457384,Race,0.3450010617580066,0.7859159999457384,6
2025,Falls Church City,English Learner,0.5914604526026519,English Learner Status,0.34494316681775994,0.9364036194204118,9
2025,Falls Church City,Non English Learner,0.9364036194204118,English Learner Status,0.34494316681775994,0.9364036194204118,9
2014,Lynchburg City,Disadvantaged,0.4571982946150286,Economic Status,0.34479436602543934,0.8019926606404679,6
2014,Lynchburg City,Non Disadvantaged,0.8019926606404679,Economic Status,0.34479436602543934,0.8019926606404679,6
2013,Fairfax County,English Learner,0.5349840851977228,English Learner Status,0.34451008612009304,0.8794941713178158,5
2013,Fairfax County,Non English Learner,0.8794941713178158,English Learner Status,0.34451008612009304,0.8794941713178158,5
2014,Harrisonburg City,English Learner,0.3740920722579072,English Learner Status,0.3443928775312367,0.7184849497891439,8
2014,Harrisonburg City,Non English Learner,0.7184849497891439,English Learner Status,0.3443928775312367,0.7184849497891439,8
2025,Franklin City,Black,0.34200474176200113,Race,0.3441183758413263,0.6861231176033274,5
2025,Franklin City,White,0.6861231176033274,Race,0.3441183758413263,0.6861231176033274,5
2013,Alexandria City,Disadvantaged,0.49480637000023736,Economic Status,0.34367810469039056,0.8384844746906279,5
2013,Alexandria City,Non Disadvantaged,0.8384844746906279,Economic Status,0.34367810469039056,0.8384844746906279,5
2019,Alexandria City,Disadvantaged,0.5319573616271416,Economic Status,0.34334409793401677,0.8753014595611583,3
2019,Alexandria City,Non Disadvantaged,0.8753014595611583,Economic Status,0.34334409793401677,0.8753014595611583,3
2025,Chesterfield County,English Learner,0.40900439675662953,English Learner Status,0.3429978809454159,0.7520022777020454,10
2025,Chesterfield County,Non English Learner,0.7520022777020454,English Learner Status,0.3429978809454159,0.7520022777020454,10
2014,Alexandria City,Black,0.535265203116239,Race,0.3429106147294202,0.8781758178456592,7
2014,Alexandria City,White,0.8781758178456592,Race,0.3429106147294202,0.8781758178456592,7
2016,Richmond City,Black,0.5384438567848648,Race,0.34273149239749867,0.8811753491823635,1
2016,Richmond City,White,0.8811753491823635,Race,0.34273149239749867,0.8811753491823635,1
2014,Franklin City,Black,0.444886553580857,Race,0.34246564064985846,0.7873521942307155,8
2014,Franklin City,White,0.7873521942307155,Race,0.34246564064985846,0.7873521942307155,8
2007,Loudoun County,English Learner,0.5742234385716383,English Learner Status,0.34215168606645296,0.9163751246380912,1
2007,Loudoun County,Non English Learner,0.9163751246380912,English Learner Status,0.34215168606645296,0.9163751246380912,1
2013,Franklin City,Black,0.4373405370420601,Race,0.3417706315986997,0.7791111686407598,4
2013,Franklin City,White,0.7791111686407598,Race,0.3417706315986997,0.7791111686407598,4
2023,Fairfax County,Disadvantaged,0.5279327912585646,Economic Status,0.34163663981998593,0.8695694310785506,3
2023,Fairfax County,Non Disadvantaged,0.8695694310785506,Economic Status,0.34163663981998593,0.8695694310785506,3
2017,Richmond City,Black,0.5224972513663789,Race,0.3414338051812117,0.8639310565475906,2
2017,Richmond City,White,0.8639310565475906,Race,0.3414338051812117,0.8639310565475906,2
2015,Lynchburg City,Black,0.5079856684404854,Race,0.34136848966670974,0.8493541581071952,2
2015,Lynchburg City,White,0.8493541581071952,Race,0.34136848966670974,0.8493541581071952,2
2023,Alexandria City,Disadvantaged,0.43293339603433906,Economic Status,0.3403567190469458,0.7732901150812849,4
2023,Alexandria City,Non Disadvantaged,0.7732901150812849,Economic Status,0.3403567190469458,0.7732901150812849,4
2021,Manassas City,English Learner,0.327535132369909,English Learner Status,0.34031872874894914,0.6678538611188581,8
2021,Manassas City,Non English Learner,0.6678538611188581,English Learner Status,0.34031872874894914,0.6678538611188581,8
2022,Fairfax County,Disadvantaged,0.5440914296262513,Economic Status,0.3402390217427733,0.8843304513690247,5
2022,Fairfax County,Non Disadvantaged,0.8843304513690247,Economic Status,0.3402390217427733,0.8843304513690247,5
2022,Manassas City,English Learner,0.3894695888421073,English Learner Status,0.33970038392185103,0.7291699727639583,5
2022,Manassas City,Non English Learner,0.7291699727639583,English Learner Status,0.33970038392185103,0.7291699727639583,5
2018,Alexandria City,Disadvantaged,0.542661136342914,Economic Status,0.33969456140733223,0.8823556977502462,3
2018,Alexandria City,Non Disadvantaged,0.8823556977502462,Economic Status,0.33969456140733223,0.8823556977502462,3
2021,Albemarle County,Black,0.4879668070738246,Race,0.3393746241785381,0.8273414312523627,4
2021,Albemarle County,White,0.8273414312523627,Race,0.3393746241785381,0.8273414312523627,4
2022,Henrico County,Black,0.48633463910427815,Race,0.3393003888842468,0.825635027988525,5
2022,Henrico County,White,0.825635027988525,Race,0.3393003888842468,0.825635027988525,5
2013,Alexandria City,Black,0.5360333722923175,Race,0.3392445754140253,0.8752779477063428,5
2013,Alexandria City,White,0.8752779477063428,Race,0.3392445754140253,0.8752779477063428,5
2013,Waynesboro City,English Learner,0.3380961613359883,English Learner Status,0.3383868667656691,0.6764830281016574,6
2013,Waynesboro City,Non English Learner,0.6764830281016574,English Learner Status,0.3383868667656691,0.6764830281016574,6
2014,Falls Church City,English Learner,0.5905114213231795,English Learner Status,0.3376034745337577,0.9281148958569372,9
2014,Falls Church City,Non English Learner,0.9281148958569372,English Learner Status,0.3376034745337577,0.9281148958569372,9
2019,Albemarle County,English Learner,0.4685677126340528,English Learner Status,0.33731984006804366,0.8058875527020964,1
